family,date,contract,feature,side,pnl,cum_pnl
cracks,2021-06-22,CL:C1 RB-CL M2022,level_z,-1.0,-0.1099999999999983,59.55
cracks,2021-07-09,CL:C1 RB-CL U2021,level_z,-1.0,-5.080000000000001,54.47
cracks,2021-07-11,CL:C1 RB-CL Z2021,level_z,-1.0,-0.8500000000000003,53.62
cracks,2021-07-19,CL:C1 RB-CL V2021,level_z,-1.0,-0.3699999999999999,53.25
cracks,2021-07-26,CL:C1 RB-CL X2021,level_z,-1.0,-0.8599999999999983,52.39
cracks,2021-07-26,CL:C1 RB-CL H2022,level_z,-1.0,-0.9300000000000022,51.46
cracks,2021-08-02,CL:C1 RB-CL M2022,level_z,-1.0,0.3700000000000021,51.830000000000005
cracks,2021-08-17,CL:C1 RB-CL Z2021,level_z,-1.0,1.6100000000000005,53.440000000000005
cracks,2021-08-30,CL:C1 RB-CL X2021,level_z,-1.0,1.1199999999999986,54.56
cracks,2021-09-03,CL:C1 RB-CL F2022,level_z,-1.0,-2.5499999999999994,52.010000000000005
cracks,2021-09-10,CL:C1 RB-CL M2022,level_z,-1.0,-2.0400000000000014,49.970000000000006
cracks,2021-09-20,CL:C1 RB-CL Z2021,level_z,-1.0,-4.2200000000000015,45.75000000000001
cracks,2021-10-05,CL:C1 RB-CL H2022,level_z,-1.0,1.3999999999999997,47.150000000000006
cracks,2021-10-07,CL:C1 RB-CL G2022,level_z,-1.0,1.7700000000000007,48.92000000000001
cracks,2021-10-25,CL:C1 HO-CL G2022,level_z,-1.0,4.050000000000002,52.97000000000001
cracks,2021-10-27,CL:C1 RB-CL F2022,level_z,-1.0,1.6200000000000003,54.59000000000001
cracks,2021-11-03,CL:C1 RB-CL M2022,level_z,-1.0,1.3999999999999997,55.99000000000001
cracks,2021-11-08,CL:C1 HO-CL H2022,level_z,-1.0,0.3800000000000001,56.37000000000001
cracks,2021-11-24,CL:C1 RB-CL G2022,level_z,-1.0,-1.6999999999999982,54.670000000000016
cracks,2021-12-07,CL:C1 RB-CL H2022,level_z,-1.0,-1.2099999999999997,53.460000000000015
