family,group,feature,horizon,n_vintages,n_folds,n_obs_test,ic_mean,ic_std,ic_t,ic_ci_low,ic_ci_high,gross_spread,net_spread,monotonicity,bucket_profile,bucket_edges,p_reversion,p_continuation,n_trades,win_rate,avg_pnl,sharpe,mfe_mean,mae_mean,confidence,sign_consistency,ic_p,ic_q,sig_fdr
outrights,ALL,rsi_2,30,23,19,47016,-0.05770370270504196,0.10486924847601113,-2.3984591518926432,-0.1048586676802156,-0.010548737729868328,0.534595202934179,0.5145952029341789,-0.7,"[0.5472, 0.2889, 0.2795, 0.4695, 0.0126]","[0.0, 18.5848, 42.7512, 66.9725, 86.2935, 100.0]",0.5045125877447617,0.4954874122552383,1573,0.4755244755244755,-0.3567832167832163,-0.39810063745195895,3.701163382072473,-3.9721932612841697,50.87640625226818,0.7368421052631579,0.02751373601439121,0.15045486023059496,False
outrights,ALL,rsi_14,20,23,19,46638,-0.11400493915912277,0.24728405066505102,-2.009575658125337,-0.22519740899642615,-0.0028124693218193886,0.9582685564388309,0.9382685564388309,-0.6,"[0.5934, -0.0394, 0.3032, 0.5337, -0.3648]","[3.8848, 40.7172, 48.5558, 54.9644, 62.2684, 97.8964]",0.5003267617906546,0.4996732382093454,1847,0.4889009204114781,0.0081104493773689,0.03438616144770819,3.0855278830536,-2.992133188955063,42.6273624450829,0.7368421052631579,0.05971085202309765,0.2386197308082371,False
outrights,ALL,rsi_14,25,23,19,45697,-0.11312030088790888,0.2574596247657573,-1.9151739247733492,-0.22888826685295316,0.0026476650771354165,1.057767177042623,1.037767177042623,-0.3,"[0.6458, 0.0739, 0.4925, 0.7359, -0.412]","[3.8848, 40.6872, 48.5288, 54.9649, 62.2917, 97.8964]",0.5091150883803403,0.49088491161965975,1556,0.4929305912596401,0.0317802056555271,0.13151034025919617,3.4613753213367606,-3.434164524421594,31.919565412889156,0.5789473684210527,0.07149768528902849,0.24970646575218802,False
outrights,ALL,rsi_14,30,22,19,44760,-0.10022437385764188,0.23497070325642716,-1.8592442005348218,-0.20588008745592612,0.00543133974064236,0.8577202109653554,0.8377202109653554,-0.09999999999999999,"[0.5466, 0.2754, 0.6767, 0.9089, -0.3111]","[3.8848, 40.6464, 48.5386, 54.9922, 62.3155, 97.8964]",0.5074483692585487,0.49255163074145125,1314,0.4961948249619482,0.057366818873668554,-0.025469356106352058,4.007465753424657,-3.644003044140031,30.987403342247028,0.5789473684210527,0.07941913286343502,0.25779961455735495,False
outrights,ALL,rsi_div_14,20,22,18,33105,-0.025998426327480666,0.28361368739970466,-0.3889162837990644,-0.1570212652379472,0.10502441258298587,1.73849506855682,1.7184950685568199,-0.7,"[0.3361, 1.045, 0.4399, -0.0641, -1.4024]","[-4.13, -0.5975, -0.1943, 0.1634, 0.6101, 2.785]",0.5503651856360317,0.44963481436396835,1160,0.521551724137931,0.4711293103448281,0.40137502012864984,3.5483103448275863,-3.0445431034482757,7.407929215220273,0.6666666666666666,0.7021662482923012,0.8003583621695888,False
outrights,ALL,rsi_div_14,25,22,18,32200,-0.04300530806992369,0.30271012752788085,-0.602741874775077,-0.182850252223679,0.09683963608383162,1.9596501515047238,1.9396501515047238,-0.8999999999999998,"[0.6637, 1.1582, 0.3878, -0.0204, -1.2959]","[-4.13, -0.5997, -0.1965, 0.1591, 0.6078, 2.785]",0.5617342130065975,0.43826578699340246,987,0.5390070921985816,0.635856129685917,0.5473217173624797,4.2306281661600815,-3.4342249240121583,12.437530749326985,0.7222222222222222,0.554636600146829,0.7088846487083732,False
outrights,ALL,rsi_div_14,30,22,18,31295,-0.09254144355973055,0.2586391196998577,-1.5180228503208975,-0.21202662083405777,0.026943733714596643,2.298828368714722,2.278828368714722,-0.9999999999999999,"[1.3115, 1.0957, 0.1492, -0.0339, -0.9874]","[-4.13, -0.5999, -0.1974, 0.1555, 0.6016, 2.785]",0.5737506065016982,0.4262493934983018,821,0.5371498172959805,0.8161632155907432,0.6405038516524711,4.668587088915957,-3.6397442143727154,28.91472095849328,0.6666666666666666,0.14738564223180908,0.3319252437846369,False
outrights,ALL,macd_div,20,22,18,31114,-0.16379866176021063,0.2171048898744308,-3.200936041935759,-0.26409600380140347,-0.06350131971901778,1.8740440519410266,1.8540440519410266,-0.9999999999999999,"[1.2532, 0.6769, -0.1115, -0.4572, -0.6209]","[-4.1671, -0.5708, -0.212, 0.1288, 0.5357, 2.8396]",0.5730753728335348,0.4269246271664652,1409,0.5330021291696239,0.4810290986515264,0.484338106873254,3.48403122782115,-3.0497870830376157,61.9047619047619,0.7222222222222222,0.0052369982977123865,0.04739875901806062,True
outrights,ALL,macd_div,25,21,18,30209,-0.18564438854357826,0.22663706678746656,-3.475258691505106,-0.2903453716487604,-0.08094340543839615,2.148621489942947,2.128621489942947,-0.9999999999999999,"[1.4341, 1.0381, -0.0765, -0.5894, -0.7145]","[-4.1671, -0.5718, -0.212, 0.1292, 0.5385, 2.8396]",0.5704453105564309,0.4295546894435691,1139,0.5320456540825286,0.8429938542581215,0.8045882297452144,4.1056804214223,-3.190210711150132,66.66666666666666,0.7777777777777778,0.0028952292876602646,0.0357354014934067,True
outrights,ALL,macd_div,30,21,18,29308,-0.13899593181355763,0.2401607909130842,-2.4554790705601786,-0.2499445567156717,-0.028047306911443554,1.9305849174019862,1.9105849174019862,-0.9999999999999999,"[1.3517, 1.102, 0.0845, -0.4582, -0.5788]","[-4.1671, -0.5744, -0.2146, 0.1273, 0.5407, 2.8396]",0.5522859092459911,0.4477140907540089,962,0.5415800415800416,1.0492515592515594,0.8430629591048382,4.716538461538461,-3.5290020790020784,46.77102991543197,0.6666666666666666,0.025131279798055236,0.14285148516789292,False
